id	en
Saya harus memecatmu bila sering terlambat datang.	I'll have to fire you if you come late so often.
Hirosi sedang memotong kayu menjadi papan-papan.	Hiroshi is sawing the wood into boards.
Kamu membutuhkan sedikit keberanian untuk menyatakan cinta padanya.	You need a bit of courage to say that you love him.
Saya khawatir akan kesehatanmu.	I have been anxious about your health.
Dari awal, uangnya tidak cukup untuk mendirikan toko pangan.	To begin with, the funds are not sufficient for running a grocery.
Masalah ini bermula dari kesalahpahaman.	This problem arose from a mutual misunderstanding.
Saya kehilangan kepercayaan padanya.	I lost my trust in him.
Dia berhasil dalam ujian itu.	He did well in the examination.
Dia sekarang menulis sebuah buku.	He's writing a book now.
Kita datang tanggal 7 di pagi hari.	We arrived on the morning of the seventh.
Saya sering bertemu Pak Sasaki di stasiun.	I have often met Mr Sasaki at the station.
Mengerti? Kamu harus belajar bahasa asing.	Get it? You've got to study a foreign language.
Ia ingin menjadi insinyur.	He wants to be an engineer.
"Aneh, kata nenek tua seraya mengabulkan permintaannya dan menghilang selamanya. ""Itu adalah permintaan pertamamu."""	"Funny, said the old woman as she granted his wish and disappeared forever. ""That was your first wish."""
Tampaknya dia berubah pikiran.	It appears that she might change her mind.
Dia kurang cocok menjadi guru.	He's not fit to be a teacher.
Toko ini buka sepanjang tahun.	The store is open all the year round.
Itulah yang saya ingin tahu.	That is what I want to know.
Sungai itu meluap dengan cepat karena hujan deras.	The river swelled rapidly because of the heavy rain.
Saya tinggal di sini sejak lama.	I have lived here for a long time.
Saya akan tinggal di sini selama seminggu.	I'll be staying here for a week.
Saya tidak bisa mendengar cerita semacam itu tanpa menangis.	I cannot hear such a story without weeping.
Ada panjang gelombang cahaya yang tak terlihat oleh mata manusia.	There are wavelengths of light that the human eye cannot perceive.
Bis ini akan membawamu keliling kota.	This bus will take you around the city.
Permisi, apa waktu itu?	Excuse me, what is the concept of time?
Aku mau mati bersama Getter Jaani.	I want to die with Getter Jaani.
Saya percaya pada Kylie Minogue sejak 12 Juni 1998.	I've believed in Kylie Minogue since June 12, 1998.
Ini alamat e-mail saya.	This is my email address.
Selamat!	Congratulations!
Saya kehilangan dompet saya.	I lost my wallet.
Tikus itu diperangkap ke dalam jebakan dengan potongan keju besar.	The mouse was lured into the trap by a big piece of cheese.
Apa kepanjangan dari USSR?	What does USSR stand for?
Taksi itu menunggu di luar.	The taxi is waiting outside.
Berapa lama waktu yang dibutuhkan?	How long will it take?
Saya memperhatikan bahwa seekor binatang kecil sedang melihat ke arah kita.	I noticed that a small gray animal was looking toward us.
Tidakkah kamu merasa malu mengatakan seperti itu?	Aren't you ashamed to talk like that?
Kamu seharusnya malu dengan tingkah laku kamu itu.	You should be ashamed of your conduct.
Seharusnya kamu tak perlu merasa malu.	You have no need to be ashamed.
Aku malu pada diriku sendiri.	I am ashamed of myself.
Cintai teman kelasmu! Cintai kedua orang tuamu! Cintai tanah airmu!	Have love for your classmates! Have love for your parents! Have love for your country!
Cinta mencintai cinta.	Love loves love.
Bagaimana cinta dapat mencintai cinta?	How can love love love?
Terlalu mahal!	Too expensive!
Kabar beritaku tak begitu penting bagi orang yang tidak ingin tahu.	My news isn't too important to people who don't want to know.
Dia yang memiliki cinta, berada ditangan Tuhan, dan Tuhan berada ditangannya, untuk Tuhan adalah cinta.	He who has love, is in God, and God is in him, for God is love.
Mencintai kehidupan adalah mencintai Tuhan.	To love life is to love God.
Dia bertanya bagaimana cara memasak ikan.	She asked how to cook fish.
Mendapatkan saat kebahagiaan, mencintai dan dicintai! Ini adalah realitas hanya di dunia, semua lainnya adalah kebodohan. Ini satu-satunya hal yang menjadi perhatian kita di sini.	Seize the moments of happiness, love and be loved! That is the only reality in the world, all else is folly. It is the one thing we are interested in here.
Babi itu bertambah gemuk.	The pig is growing fat.
Sebagaimana Tuhan Shinto, ada Dewi Matahari, Tuhan Bulan dan bahkan pohon-pohon tua memiliki Tuhannya.	As for Shinto gods, there are the goddess of the Sun, the god of the moon and even old trees have their gods.
Yang kamu katakan itu tidak masuk akal.	What you are saying does not make sense.
Manusia ditakdirkan untuk menderita.	Man is destined to suffer.
Saya bertanggung jawab atas perbuatan saya sendiri.	I am responsible for my own conduct.
Kecelakaan itu terjadi pada hari Minggu sekitar pukul 3.	The accident happened on Sunday at about 3:00.
Polisi itu mengejarmu.	The police are after you.
Tak seorangpun tahu kemana dia melarikan diri.	Nobody knows where he has escaped to.
Dia bisa berbicara empat bahasa.	Jorge is able to speak four languages.
Karena terluka, dia memutuskan untuk kembali ke Amerika.	It was because he was injured that he decided to return to America.
Ayah menceritakan padaku pengalaman-pengalamannya selama masa perang.	My father told me about his experiences during the war.
Dia terpilih menjadi anggota tim.	He was chosen to be a member of the team.
Siapakah pria itu?	Who is that gentleman?
John mewakili kelasnya di perlombaan renang.	John represented his class in the swimming match.
Ibuku sudah tiada sepuluh tahun ini.	My mother has been dead these ten years.
Dia tidak lebih baik daripada seorang pengemis.	He is no better than a beggar.
Dia tidak takut pada kematian.	He didn't fear death.
Sial! Aku harus kerja lembur lagi.	Rats! I've got to work overtime again.
Beritahukan ibumu soal perjalanan itu.	Tell your mother about the trip.
Aneh bukan? Kita seharusnya telah tiba.	Odd, isn't it? We should have already arrived.
Saya tidak tahu kapan dia akan kembali.	I don't know when he'll come back.
Di sebelah kirinya duduk ibunya.	On his left sat his mother.
Senja yang indah, ya?	Lovely sunset, isn't it?
Kamu harus melakukannya, suka tidak suka.	You have to do it, whether you like it or not.
Aku tidak akan melakukannya lagi.	I will not do it again.
Saya sedang mencari pekerjaan paruh waktu.	I'm looking for a part-time job.
Saya akan membelikan pakaian apa saja yang kamu mau.	I'll buy you whatever clothes you want.
Saya meminta maaf karena harus pergi.	I apologize for having to leave.
Doktor membujuknya untuk berhenti merokok.	The doctor persuaded him to give up smoking.
Maaf, tapi saya sibuk saat ini.	I'm sorry, but I'm busy right now.
Dari mana kamu mendapatkan sepatu aneh itu?	Where did you get those strange-looking shoes?
Kotak itu kosong.	The box is empty.
Selamat ulang tahun!	Happy birthday to you!
Selamat ulang tahun!	Happy birthday!
Mereka menanyakan ayah saya.	They asked after my father.
Awasi pria itu.	Keep watch on that man.
Gadis yang berdiri di sana adalah Mary.	The girl standing there is Mary.
Burung-burung terbang di langit.	Birds fly in the sky.
Saya mendapatkan pekerjaan ini dengan bantuan guru saya.	I got this job with my teacher's help.
Produsen obat ini adalah sebuah perusahaan Jepang.	The manufacturer of the medicine is a Japanese company.
Yang penting adalah apakah kamu melakukan yang terbaik atau tidak.	What matters is whether you do your best or not.
Sepeda saya telah dicuri semalam.	My bike was stolen last night.
Cintaku sudah pergi jauh.	My love has gone far away.
Saya tidak mengerti bahasa Inggris.	I don't understand English.
Lihat gedung yang tinggi itu.	Look at that tall building.
Dia tiba-tiba mendapatkan ide yang bagus saat sedang mandi.	He suddenly hit on a good idea while he was taking a bath.
Kami berhasil berenang menyebrangi sungai.	We managed to swim across the river.
Api itu membakar habis sepuluh rumah.	The fire burned down ten houses.
Pesawat itu mendarat di Narita.	The plane landed at Narita.
Janganlah menangis.	Please don't cry.
Tersenyumlah sekarang, menangislah kemudian!	Smile now, cry later!
Aku tak tahu apakah mesti menangis atau tertawa.	I don't know whether to cry or to laugh.
Janganlah menangis sebelum engkau terluka.	Don't cry before you're hurt.
Ini tidak seperti kamu menangis di bioskop.	It's not like you to cry at movies.
Tinggalkan sendiri, bayi itu mulai menangis.	Left alone, the baby began to cry.
Tinggalkan sendiri, gadis kecil itu mulai menangis.	Left alone, the little girl began to cry.
Tak perlu menangis seperti anak kecil.	There's no need to cry like a child.
Aku telah berusaha untuk menghiburnya, tapi dia tak melakukan apa-apa tapi malah menangis.	I tried to cheer her up, but she did nothing but cry.
Saya sampai di sini pukul delapan pagi ini.	I arrived here at eight this morning.
Saya ingin mengundang kamu ke sebuah pesta.	I want to invite you to a party.
Apa yang biasa kamu lakukan pada hari Minggu?	What do you usually do on Sundays?
Saya setuju dengan pendapat kamu.	I agree with your opinion.
Kali ini kamu harus melakukannya sendiri.	This time you should do it by yourself.
Obat ini tidak memiliki efek samping yang berbahaya.	This medicine has no harmful side-effects.
Namanya Lucifera.	Her name is Lucifera.
Amerika Serikat berbatasan dengan Kanada.	The United States borders Canada.
Hotel ini tidak menyediakan makan siang.	This hotel does not serve lunch.
Kamu tidak bisa memasuki toko buku tanpa mengenakan pakaian.	You can't enter that bookstore with your shirt off.
Tampaknya dia telah meninggalkan Tokyo kemarin.	She seems to have left for Tokyo yesterday.
Saya tidak akan memberitahu siapapun.	I will never tell it to anybody.
Kemarin saya tidak sengaja bertemu dengannya di bandara.	I met him by chance at the airport yesterday.
Film barunya layak ditonton.	His new film is worth seeing.
Dia meninggal kemarin.	He passed on yesterday.
Celanaku sangat longgar karena berat badanku turun.	My pants are very loose because I've lost much weight.
Sebagian besar makhluk di laut terkena dampak polusi.	Most creatures in the sea are affected by pollution.
Dia dipaksa untuk menandatangani dokumen.	He was forced to sign the document.
Vas itu pecah berkeping-keping	The vase was broken to pieces.
Tidak pernah ia bermimpi kalau anaknya akan bunuh diri.	Little did she dream that her son would commit suicide.
Pada umumnya, sejarah akan terulang kembali.	Generally speaking, history repeats itself.
Dia tergila-gila soal musik.	He is mad about music.
Saya membuat aturan untuk tidak menonton televisi setelah jam sembilan.	I make it a rule not to watch television after nine o'clock.
Guru itu tidak keberatan menjelaskan persoalan itu lagi.	The teacher didn't mind explaining the problem again.
Tidak ada yang menyambut baik proposal itu.	No one welcomed the proposal.
Boleh minta kopi lagi?	Could I have one more coffee, please?
Kami semua hadir pada pertemuan itu.	We were all present at the meeting.
Dia tiba di sini tadi malam.	He arrived here last night.
Ketika dia sampai stasiun, keretanya telah berangkat.	When he got to the station, the train had already left.
Aku akan berikan kamu sepeda di hari ulang tahunmu.	I will give you a bicycle for your birthday.
Ulang tahunmu semakin dekat.	Your birthday is drawing near.
Kamu akan mendapatkan sepeda di hari ulang tahunmu.	You shall have a bicycle for your birthday.
Tidakkah kamu menjadi sangat kasar?	Aren't you being very rude?
Tidak ada ruang untuk alasan ketika itu datang dari kelalaian anda, adakah?	There's no room for excuses when it comes to your negligence, is there?
Aku dengar, anak laki-lakimu ikut serta dalam pergerakan pelajar.	Your son took part in the student movement, I hear.
Apakah ini anak laki-lakimu, Betty?	Is this your son, Betty?
Saya tidak bisa menerima hadiah darimu.	I cannot accept your gift.
Penjelasan anda terdengar masuk akal, tapi air itu tidak bisa dipegang.	Your explanation sounds plausible, but it just doesn't hold water.
Kembali ke tempat dudukmu!	Go back to your seat.
Barangkali anda punya alasan untuk berfikir bahwa masa muda anda sudah berakhir.	You may have good reason to think that your youth is over.
Tahukah anda siapa mereka itu?	Do you know who they are?
Saya berharap ulang tahun anda penuh dengan nyanyian dan saat yang menyenangkan sepanjang hari! Selamat Ulang Tahun!	I hope your birthday is full of song and good times all day long! Happy birthday!
Saya ingin memberikan hadiah padanya di hari ulang tahunnya.	I would like to give him a present for his birthday.
Kapan anda berulang tahun?	When is your birthday?
Kue ulang tahun dengan dua belas lilin diatansnya.	A birthday cake with twelve candles on top.
Hal yang aneh telah terjadi di hari ulang tahunnya.	Strange things happened on her birthday.
Para murid memberikan selamat dengan hormat pada ulang tahun Dr. Baker.	The students cheered in honor of Dr. Baker's birthday.
